id,timestamp,officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,CORPORATEIDENTIFICATIONNUMBER,DATEOFREGISTRATION,COMPANYNAME,COMPANYSTATUS,COMPANYCLASS,COMPANYCATEGORY,AUTHORIZEDCAPITAL,PAIDUPCAPITAL,REGISTEREDSTATE,REGISTRAROFCOMPANIES,PRINCIPALBUSINESSACTIVITY,REGISTEREDOFFICEADDRESS,SUBCATEGORY
11,2015-12-23 12:33:51,Aloor B.O,504110,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Nirmal,Adilabad,TELANGANA,NA,Chincholi (B) S.O,Adilabad H.O,L01100MH1999PLC118142,04-02-1999,MAHADHAN PI-GO FARMS LIMITED,ACTIVE,Public,Company limited by Shares,"10,00,000.00","7,27,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"PRATIBHA NAGAR NEAR GOYANKA NAGAR, MURTIZAPUR, DIST. AKOLA, AKOLA Maharashtra INDIA",Indian Non-Government Company
12,2015-12-23 12:33:51,Ambaripet B.O,504202,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Khanapur,Adilabad,TELANGANA,NA,Peddur S.O,Adilabad H.O,L01100MH2004PLC149502,11-11-2004,MUMBAI GARDEN LIMITED,DORMANT,Public,Company limited by Shares,"10,00,000.00",NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,FLAT NO 1 B WING BANDANACO-OP HSG SOC ST FRANCIS RD AMAR SUBWAY VILE PARLE (W) MUMBAI Maharashtra INDIA 400056,Indian Non-Government Company
13,2015-12-23 12:33:51,Andavelli B.O,504296,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Sirpur (t),Adilabad,TELANGANA,NA,Sirpur Khagaznagar S.O,Mancherial H.O,L01110MH1933PLC001930,08-02-1933,RAVALGAON SUGAR FARM LIMITED,ACTIVE,Public,Company limited by Shares,"6,00,00,000.00","34,00,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,RAVALGAONN-4233108TALUKA MALEGAON NASIK Maharashtra INDIA 423108,Indian Non-Government Company
14,2015-12-23 12:33:51,Andugulpet B.O,504231,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Luxettipet,Adilabad,TELANGANA,NA,Kalyani Khani S.O,Mancherial H.O,L01110MH1937GAP002740,22-12-1937,PAPER AND GINGER MERCHANTS ASASOCIATION LIMITED,DISSOLVED,Public,Company limited by Guarantee,NA,NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,332-334 NARSINATHA STREET MUMBAI Maharashtra INDIA 400009,Guarantee and association Company
15,2015-12-23 12:33:51,Andukur B.O,504109,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Nirmal,Adilabad,TELANGANA,NA,Kuntala S.O,Adilabad H.O,L01110MH1991PLC061630,10-05-1991,KARMAYOGA AGRO LIMITED,ACTIVE,Public,Company limited by Shares,"6,60,000.00","6,05,140.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"23, RAMESHWAR, LADY JAMSHEDJI ROAD, MAHIM, MUMBAI Maharashtra INDIA 400016",Indian Non-Government Company
16,2015-12-23 12:33:51,Angarajpally B.O,504201,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Chennur,Adilabad,TELANGANA,NA,Chinnoor S.O,Mancherial H.O,L01110MH1991PLC064271,02-12-1991,MURLI INDUSTRIES LIMITED CN,ACTIVE,Public,Company limited by Shares,"25,00,00,000.00","14,42,15,550.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,101 JAI BHAVANI SOCIETYWARDHMAN NAGAR NAGPUR Maharashtra INDIA 440008,Indian Non-Government Company
17,2015-12-23 12:33:51,Ankhoda B.O,504299,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Kagaznagar,Adilabad,TELANGANA,NA,Sirpur (T) S.O,Mancherial H.O,L01110MH1992PTC069153,20-10-1992,SANJIVANI AGRO INDUSTRIES LTD.,UNDER LIQUIDATION,Public,Company limited by Shares,"1,00,00,000.00",NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"B-604, SHRI SIDDHI VINAYAKTOWERS, TANK ROAD, ORLEM MALAD WEST, MUMBAI - 400 064. Maharashtra INDIA",Indian Non-Government Company
18,2015-12-23 12:33:51,Ankoli B.O,504002,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Adilabad,Adilabad,TELANGANA,NA,Dasnapur Colony  D.S.O,Adilabad H.O,L01110MH1992PTC069330,03-11-1992,INDO-FRENCH BIO-TECH ENTERPRISES LTD.,UNDER LIQUIDATION,Public,Company limited by Shares,"50,00,000.00",NA,Maharashtra,RoC-Mumbai,NA,"B-1002, STATION PLAZA,STATION ROAD, BHANDUP WEST, MUMBAI-78 W.E.F. 20/11/2002 Maharashtra INDIA",Indian Non-Government Company
19,2015-12-23 12:33:51,Annaram B.O,504201,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Chennur,Adilabad,TELANGANA,NA,Chinnoor S.O,Mancherial H.O,L01110MH1993PLC072842,14-07-1993,NATH BIO-GENES (INDIA) LIMITED,ACTIVE,Public,Company limited by Shares,"17,00,00,000.00","16,00,40,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,NATH HOUSE NATH ROAD AURANGABAD Maharashtra INDIA 431005,Indian Non-Government Company
20,2015-12-23 12:33:51,Arepally B.O,504204,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Chennur,Adilabad,TELANGANA,NA,Bheemaram S.O,Mancherial H.O,L01110MH1993PLC073268,02-08-1993,AGRI-TECH (INDIA) LIMITED,ACTIVE,Public,Company limited by Shares,"8,25,00,000.00","6,19,00,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,NATH HOUSE NATH ROAD AURANGABAD Maharashtra INDIA 431005,Indian Non-Government Company
21,2015-12-23 12:33:51,Arli (T) B.O,504312,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Adilabad,Adilabad,TELANGANA,NA,Tamsi S.O,Adilabad H.O,L01110MH1993PLC073872,09-09-1993,ELEGANT FLORICULTURE & AGROTECH (INDIA) LIMITED,ACTIVE,Public,Company limited by Shares,"20,00,00,000.00","19,96,71,500.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"206 VARDHAMAN CHAMBERS,170 C P STREET,BOMBAY -23. Maharashtra INDIA",Indian Non-Government Company
22,2015-12-23 12:33:51,Ashepally B.O,504313,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Utnoor,Adilabad,TELANGANA,NA,Jainoor S.O,Adilabad H.O,L01110MH1993PLC075572,13-12-1993,INTERNATIONAL WATERBASE LIMITED,DORMANT,Public,Company limited by Shares,"4,00,00,000.00","7,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"22A SEWRI CROSS ROAD, BOMBAY -15. MUMBAI Maharashtra INDIA 400015",Indian Non-Government Company
23,2015-12-23 12:33:51,Ashta B.O,504101,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Mudhole,Adilabad,TELANGANA,NA,Basar S.O (Adilabad),Adilabad H.O,L01110MH1994PLC076263,27-01-1994,ORIENT VEGETEXPO LTD,AMALGAMATED,Public,Company limited by Shares,"8,00,00,000.00","7,00,82,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,GUTT NO 46 & 47 VILEGEWALKHALTALUKA DINDORI NASHIK Maharashtra INDIA,Indian Non-Government Company
24,2015-12-23 12:33:51,Asifabad S.O,504293,S.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Asifabad,Adilabad,TELANGANA,08733-279530,NA,Mancherial H.O,L01110MH1994PLC082421,26-10-1994,IITL PROJECTS LIMITED,ACTIVE,Public,Company limited by Shares,"25,00,00,000.00","12,00,79,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"RAJABAHADUR MANSION, 2ND FLOOR, 28, BOMBAY SAMACHAR MARG, MUMBAI Maharashtra INDIA 400001",Indian Non-Government Company
25,2015-12-23 12:33:51,Asnad B.O,504201,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Chennur,Adilabad,TELANGANA,NA,Chinnoor S.O,Mancherial H.O,L01110MH1994PLC083443,02-12-1994,RAMDEOBABA AGROCHEM LIMITED,STRIKE OFF,Public,Company limited by Shares,"5,00,000.00","5,00,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,419 4TH FLOOR REX CHAMBERSOPP INDIA DOCK RED GATE MUMBAI-400038 Maharashtra INDIA 400038,Indian Non-Government Company
26,2015-12-23 12:33:51,Awadam B.O,504204,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Chennur,Adilabad,TELANGANA,NA,Bheemaram S.O,Mancherial H.O,L01110MH1995PLC086832,24-03-1995,RISHI AGRO FOODS LIMITED,STRIKE OFF,Public,Company limited by Shares,"5,00,000.00",NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,4TH FLR MANU MANSION16 S B S ROAD FORT MUMBAI Maharashtra INDIA 400023,Indian Non-Government Company
27,2015-12-23 12:33:51,Babapur B.O,504293,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Asifabad,Adilabad,TELANGANA,NA,Asifabad S.O,Mancherial H.O,L01110MH1995PLC091675,11-08-1995,VIVALDI AGRO FARMS LIMITED,STRIKE OFF,Public,Company limited by Shares,"25,00,000.00",NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,B-12 JESAL MAHALJESAL PARK BHAYANDAR MUMBAI Maharashtra INDIA 400003,Indian Non-Government Company
28,2015-12-23 12:33:51,Babasagar B.O,504299,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Sirpur(t),Adilabad,TELANGANA,NA,Sirpur (T) S.O,Mancherial H.O,L01110MH1996PLC096359,17-01-1996,RAI-TECH AGRO EXPORTS LIMITED,DORMANT,Public,Company limited by Shares,"20,00,000.00",700,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,RAIGAD BAZAR FLAT NO 401 TIKRUL NAKA ALIBAG RAIGAD Maharashtra INDIA 402201,Indian Non-Government Company
29,2015-12-23 12:33:51,Badampally B.O,504205,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Luxettipet,Adilabad,TELANGANA,NA,Jannaram S.O,Mancherial H.O,L01110MH1996PLC096747,31-01-1996,RASAL AGRO INDUSTRIES LIMITED,STRIKE OFF,Public,Company limited by Shares,"20,00,000.00",NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,103/1 SHREENATH-BOLD BELAPUR ROAD KALWA THANE Maharashtra INDIA 400605,Indian Non-Government Company
30,2015-12-23 12:33:51,Badankurthy B.O,504203,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,NA,Adilabad,TELANGANA,NA,Khanapur S.O (Adilabad),Adilabad H.O,L01110PN1993PLC129004,12-04-1993,VALPLUS BIOTECH LTD,DORMANT,Public,Company limited by Shares,"4,00,00,000.00","3,00,00,000.00",Maharashtra,RoC-Pune,Agriculture and Allied Activities,"Plot No. 101 - 120, Near Somatane Phata, Village Godumbre, Taluka (Vadgaon) Maval, pune Maharashtra INDIA 410506",Indian Non-Government Company
31,2015-12-23 12:33:51,Bambara B.O,504295,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Asifabad,Adilabad,TELANGANA,NA,Wankidi S.O,Mancherial H.O,L01111MH1985PLC228508,20-03-1985,SHALIMAR PRODUCTIONS LIMITED,ACTIVE,Public,Company limited by Shares,"1,35,00,00,000.00","98,43,28,313.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"A-9, Shree Siddhivinayak Plaza, Plot No. B-31, Off Link Road, Andheri (West) Mumbai Maharashtra INDIA 400053",Indian Non-Government Company
32,2015-12-23 12:33:51,Bangalpet B.O,504106,B.O,Non-Delivery,Adilabad,Hyderabad,Andhra Pradesh,Nirmal,Adilabad,TELANGANA,NA,Nirmal S.O (Adilabad),Adilabad H.O,L01120MH1995PLC093138,27-09-1995,WELLWORTH FLORICULTURE LIMITED,STRIKE OFF,Public,Company limited by Shares,"5,00,000.00",NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,20 KANU BHAWAN 2ND FL22/24 CHEWOOL WADI DR E B VELKAR STRET KOLBHAT LANE MUMBAI Maharashtra INDIA 400002,Indian Non-Government Company
33,2015-12-23 12:33:51,Bansapalli B.O,504306,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Nirmal,Adilabad,TELANGANA,NA,Dilawarpur S.O,Adilabad H.O,L01120MH1998PLC114508,17-04-1998,KOLBRO AGRO INDUSTRIES LIMITED,ACTIVE IN PROGRESS,Public,Company limited by Shares,"25,00,000.00","25,00,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,PLOT NO 50 INGVLE HOUSING SOCMANKAPUR NAGPUR Maharashtra INDIA,Indian Non-Government Company
34,2015-12-23 12:33:51,Bapur B.O,504299,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Sirpur (t),Adilabad,TELANGANA,NA,Sirpur (T) S.O,Mancherial H.O,L01130MH1990PLC056285,23-04-1990,CAVENDISH AGRO MILLS LIMITED,STRIKE OFF,Public,Company limited by Shares,"50,00,000.00",NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,SAMMIJRA COLONY NEAR REGIONALWORKSHOP NANDED Maharashtra INDIA,Indian Non-Government Company
35,2015-12-23 12:33:51,Bareguda B.O,504296,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Asifabad,Adilabad,TELANGANA,NA,Sirpur Khagaznagar S.O,Mancherial H.O,L01132MH1993PLC072372,15-06-1993,PRIME TEA PLANTATION INDUSTRIES LTD.,DORMANT,Public,Company limited by Shares,"3,50,00,000.00","3,24,04,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"10, SEA VIEW BUILDING, JUHU TARA ROAD, ST. CRUZ (W) MUMBAI - 400 049. Maharashtra INDIA",Indian Non-Government Company
36,2015-12-23 12:33:51,Basar S.O (Adilabad),504101,S.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Mudhole,Adilabad,TELANGANA,08752-243502,NA,Adilabad H.O,L01200MH1999PLC120265,10-06-1999,SMT. NIRMAL GOAT FARM LIMITED,DORMANT,Public,Company limited by Shares,"1,00,000.00","10,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"AC-19. NEW INDORA JARIPATKA, NAGPUR Maharashtra INDIA 440014",Indian Non-Government Company
37,2015-12-23 12:33:51,Bazar Hathnur B.O,504304,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Boath,Adilabad,TELANGANA,NA,Boath S.O,Adilabad H.O,L01211MH1989PLC054734,21-12-1989,RAJESH SOLVEX LIMITED,ACTIVE,Public,Company limited by Shares,"6,00,00,000.00","5,49,99,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,201/203 NARSHI NATHA ST KOTHAK BHAVAN 3RD FLR MUMBAI Maharashtra INDIA 400009,Indian Non-Government Company
38,2015-12-23 12:33:51,Beernandi B.O,504203,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,NA,Adilabad,TELANGANA,NA,Khanapur S.O (Adilabad),Adilabad H.O,L01222PN1976PLC017422,01-07-1976,VENKY'S (INDIA) LIMITED,ACTIVE,Public,Company limited by Shares,"21,00,00,000.00","9,39,15,570.00",Maharashtra,RoC-Pune,Agriculture and Allied Activities,"VENKATESHWARA HOUSE, S.NO.114/A/2, PUNE - SINHAGAD ROAD, PUNE- 30 Maharashtra INDIA",Indian Non-Government Company
39,2015-12-23 12:33:51,Bejjur B.O,504299,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Sirpur (t),Adilabad,TELANGANA,NA,Sirpur (T) S.O,Mancherial H.O,L01403MH2011PLC221387,29-08-2011,PEARL AGRICULTURE LIMITED,ACTIVE,Public,Company limited by Shares,"23,00,00,000.00","21,68,17,710.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"401/A, PEARL ARCADE, OPP. P. K. JEWELLERS, DAWOOD BAUG LANE, OFF. J. P. ROAD, ANDHERI (W), MUMBAI Maharashtra INDIA 400058",Indian Non-Government Company
40,2015-12-23 12:33:51,Bela B.O,504309,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Adilabad,Adilabad,TELANGANA,NA,Gumma S.O (Adilabad),Adilabad H.O,L01407MH1988PLC049645,16-11-1988,NOUVEAU GLOBAL VENTURES LIMITED,ACTIVE,Public,Company limited by Shares,"20,00,00,000.00","18,55,30,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"A/401, PearlArcade, Daut Baug Lane, Off J. P. Road,Opp. P. K. Jewellers, Andheri(W) Mumbai Maharashtra INDIA 400058",Indian Non-Government Company
41,2015-12-23 12:33:51,Bellalbadi B.O,504202,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Khanapur,Adilabad,TELANGANA,NA,Peddur S.O,Adilabad H.O,L01409MH2004PLC144277,29-01-2004,SUPER LIVESTOCK AND MARKETING LIMITED,DORMANT,Public,Company limited by Shares,"10,00,000.00","5,00,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,37 RAMWADICHOWELL CROSS ROAD NO 1 KALBADEVI MUMBAI Maharashtra INDIA 400002,Indian Non-Government Company
42,2015-12-23 12:33:51,Bellampalli R.S. S.O,504251,S.O,Non-Delivery,Adilabad,Hyderabad,Andhra Pradesh,Bellampalle,Adilabad,TELANGANA,08735-222070,NA,Mancherial H.O,L02004MH1991PLC064045,18-11-1991,SONAL ADHESIVES LIMITED,ACTIVE,Public,Company limited by Shares,"7,00,00,000.00","6,06,10,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,"2N Laxmi Indusrtrial Estate New Link Road, Andheri(west) mumbai Maharashtra INDIA 400053",Indian Non-Government Company
43,2015-12-23 12:33:51,Bellampalli S.O,504251,S.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Bellampalle,Adilabad,TELANGANA,08735-222030,NA,Mancherial H.O,L02005MH1991PLC060686,08-03-1991,ORIENTAL VENEER PRODUCTS LIMITED,ACTIVE,Public,Company limited by Shares,"6,00,00,000.00","5,38,84,000.00",Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,AGHAI (VIA)KALYAN RAILWAY STATION THANE Maharashtra INDIA 421301,Indian Non-Government Company
44,2015-12-23 12:33:51,Beltharoda B.O,504103,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Mudhole,Adilabad,TELANGANA,NA,Bhainsa S.O (Adilabad),Adilabad H.O,L05000MH1994PLC080033,02-08-1994,ASIAN FISHERIES LIMITED,STRIKE OFF,Public,Company limited by Shares,"8,00,00,000.00",NA,Maharashtra,RoC-Mumbai,Agriculture and Allied Activities,210 TAJ BLDGD N ROAD MUMBAI Maharashtra INDIA 400001,Indian Non-Government Company
45,2015-12-23 12:33:51,Bhagyanagar S.O (Adilabad),504001,S.O,Non-Delivery,Adilabad,Hyderabad,Andhra Pradesh,Adilabad,Adilabad,TELANGANA,08732-232662,NA,Adilabad H.O,L10100MH1909PLC000300,21-08-1909,DHENU BUILDCON INFRA LIMITED,ACTIVE,Public,Company limited by Shares,"2,25,00,000.00","1,83,00,000.00",Maharashtra,RoC-Mumbai,Mining & Quarrying,"OFFICE NO. 4, BUILDING NO. 4, VAHATUK NAGAR, AMBOLI, ANDHERI (WEST) MUMBAI Maharashtra INDIA 400058",Indian Non-Government Company
46,2015-12-23 12:33:51,Bhainsa S.O (Adilabad),504103,S.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Mudhole,Adilabad,TELANGANA,08752-231013,NA,Adilabad H.O,L10100MH1976PLC018861,28-02-1976,SVC RESOURCES LIMITED,ACTIVE,Public,Company limited by Shares,"15,00,00,000.00","11,00,77,759.00",Maharashtra,RoC-Mumbai,Mining & Quarrying,"3, Prime Rose, Near Airtel Gallery, Lokhandwala Complex, Andheri (W) Mumbai Maharashtra INDIA 400053",Indian Non-Government Company
47,2015-12-23 12:33:51,Bharampur B.O,504308,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Adilabad,Adilabad,TELANGANA,NA,Gudihatnoor S.O,Adilabad H.O,L10889MH1957PLC010889,06-06-1957,GARWARE POLYESTER LIMITED,ACTIVE,Public,Company limited by Shares,"1,00,00,00,000.00","77,71,30,500.00",Maharashtra,RoC-Mumbai,NA,"NAIGAON, POST, WALUJ AURANGABAD Maharashtra INDIA 431133",Indian Non-Government Company
48,2015-12-23 12:33:51,Bheemaram S.O,504204,S.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Chennur,Adilabad,TELANGANA,08737-244030,NA,Mancherial H.O,L11101MH1979PLC021302,17-05-1979,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,ACTIVE,Public,Company limited by Shares,"25,00,00,000.00","16,77,25,180.00",Maharashtra,RoC-Mumbai,Mining & Quarrying,"1001, RAHEJA CENTRE, 214, NARIMAN POINT, MUMBAI Maharashtra INDIA 400021",Indian Non-Government Company
49,2015-12-23 12:33:51,Bheempur B.O,504311,B.O,Delivery,Adilabad,Hyderabad,Andhra Pradesh,Utnoor,Adilabad,TELANGANA,NA,Ootnur S.O,Adilabad H.O,L11101MH2006PLC163934,21-08-2006,CAIRN INDIA LIMITED,ACTIVE,Public,Company limited by Shares,"50,00,00,00,000.00","18,74,85,27,520.00",Maharashtra,RoC-Mumbai,Mining & Quarrying,"101, First Floor, C Wing, Business Square Andheri Kurla Road, Andheri (E) Mumbai Maharashtra INDIA 400059",Indian Non-Government Company
